id,price,num_subscribers,avg_rating,num_reviews,num_comments,num_lectures,content_length_min,category,subcategory,language
23427,39.99,381,3.8,48,15,46,,Design,Design Tools,English
23313,0,3803,4.7,117,12,35,678,Health & Fitness,Other Health & Fitness,English
23161,49.99,14014,4.3,370,123,119,,Design,Design Tools,English
23346,49.99,2600,4.25,75,32,163,,Design,Design Tools,English
22515,19.99,253,4.3,12,5,17,,Business,Industry,English
22990,0,20063,3.55,317,99,15,106,Personal Development,Personal Transformation,English
23534,0,13809,4.55,393,70,34,,IT & Software,Hardware,English
23231,19.99,450,4.65,21,13,14,130,Business,Entrepreneurship,English
23742,34.99,18006,4.366667,1560,332,64,595,Development,Web Development,English
23477,0,12252,4.25,175,43,10,,Development,Web Development,English
23520,49.99,4623,4.7,386,122,112,,Design,Design Tools,English
23354,19.99,395,4.45,32,15,24,173,Health & Fitness,Yoga,English
23865,44.99,3119,4.45,695,344,76,,Teaching & Academics,Online Education,Spanish
23640,44.99,179,3.85,14,9,15,,Photography & Video,Digital Photography,English
23887,0,52588,4.4583335,1231,null,93,,Photography & Video,Portrait Photography,English
23710,29.99,1571,4.7,337,116,21,,Lifestyle,Beauty & Makeup,English
23738,29.99,2578,3.65,99,53,102,,Photography & Video,Digital Photography,English
23778,49.99,86,3.75,15,2,52,,Business,Communication,English
23864,429,3866,4.5641026,747,185,558,4573,Development,Web Development,Spanish
23840,49.99,2691,4.5,124,25,87,733,Design,Design Tools,English
23918,24.99,437,3.85,51,12,6,55,Business,Sales,English
23926,34.99,261,4.45,26,8,17,,Business,Communication,English
23412,99.99,1546,3.85,30,10,53,281,Office Productivity,Other Office Productivity,English
23872,24.99,235,4.25,8,1,57,612,Personal Development,Career Development,English
23757,379,5926,4.4,223,54,105,763,Development,Web Development,Spanish
23881,24.99,1953,4.25,186,38,6,,Business,Communication,English
23902,64.99,74,4.6,5,1,31,135,Business,Media,English
23911,29.99,1837,3.65,463,87,6,48,Business,Sales,English
23931,44.99,3970,4.15,283,116,22,,Photography & Video,Photography,English
23909,29.99,429,4.2,42,17,6,59,Business,Sales,English
23939,19.99,281,4.3333335,6,3,19,,IT & Software,IT Certifications,English
23972,24.99,7869,4.3157897,1287,275,28,,Business,Communication,English
23930,24.99,416,4.45,26,5,71,829,Design,Other Design,English
23928,379,4756,3.55,48,17,113,,Development,Web Development,Spanish
23975,49.99,1639,4.6,17,7,98,527,Design,Design Tools,English
23942,34.99,358,3.95,38,10,31,,Teaching & Academics,Test Prep,English
24047,19.99,32,4.8,5,1,15,97,Personal Development,Happiness,English
24035,49.99,2177,4.75,43,19,73,529,Design,Design Tools,English
23944,99.99,6581,4.3,17,5,23,203,Design,Design Tools,English
23990,0,7980,4.3,128,35,10,98,Lifestyle,Home Improvement & Gardening,English
24020,19.99,113,4.428571,7,2,32,120,Business,Media,English
24147,0,17699,3.85,261,97,6,97,Business,Media,English
24077,19.99,104,3.7,,12,16,24,Business,Media,English
24057,49.99,83,4.05,15,3,33,,Design,Design Tools,English
24251,24.99,216,4.3333335,6,3,16,67,Development,Mobile Development,English
24222,19.99,3865,3.65,153,42,29,224,IT & Software,Operating Systems & Servers,English
24318,0,7633,4.15,250,77,29,,Business,Real Estate,Spanish
24096,49.99,8462,4.6,541,122,152,,Design,3D & Animation,English
24368,69.99,105,4,13,9,54,127,Personal Development,Motivation,Spanish
24334,19.99,25892,3.65,241,63,32,,Development,Web Development,English
24171,379,3184,4.65,25,8,181,,Development,Web Development,Spanish
24653,0,3250,4.2,115,28,19,,Marketing,Public Relations,English
24662,0,5151,3.7857144,7,2,12,,Business,Project Management,English
24683,0,7472,4.05,44,8,12,,Business,Project Management,English
24587,29.99,468,3.357143,7,4,22,,Personal Development,Career Development,English
24599,49.99,96,4.857143,7,1,28,,Personal Development,Career Development,English
24693,0,13617,4.8,327,73,54,,Health & Fitness,Meditation,English
24053,29.99,1484,4.1,38,20,18,59,Health & Fitness,Nutrition & Diet,English
24607,0,6582,3.7,50,7,27,,Business,Project Management,English
24422,139.99,4049,4.486111,699,183,44,,Development,Programming Languages,English
24792,24.99,386,3.9,10,1,25,,Teaching & Academics,Social Science,English
24823,0,1752364,4.4443827,96582,14919,74,,Development,Programming Languages,English
25590,29.99,89,4.0833335,6,1,22,,Design,Design Tools,English
25044,19.99,566,4.8,100,29,19,,Personal Development,Happiness,English
24887,49.99,69,4.2,20,10,42,290,IT & Software,IT Certifications,English
25924,39.99,101,3.0555556,9,2,7,,Development,Software Testing,English
25794,29.99,1125,3.9,35,16,17,,Finance & Accounting,Finance,English
24902,19.99,340,3.7,14,6,53,,Teaching & Academics,Social Science,English
25584,0,206016,4.3773584,3868,658,96,,Development,Mobile Development,English
24877,79.99,2671,4.55,653,80,42,,Finance & Accounting,Accounting & Bookkeeping,English
25481,0,9289,4.3,132,33,42,,Development,Web Development,Spanish
25557,29.99,3107,4.4,75,29,14,null,Personal Development,Career Development,English
25581,19.99,2592,4,48,12,28,97,Marketing,Marketing Fundamentals,English
25671,64.99,7195,4.562827,1302,236,32,146,Business,Communication,English
25140,19.99,1389,3.3,14,4,43,345,Personal Development,Personal Transformation,English
25806,189.99,296,4.4,10,3,54,null,Business,Communication,English
25111,49.99,379,4.05,13,null,18,null,Development,Web Development,English
25118,429,2674,4.5,572,168,548,3809,Development,Programming Languages,Spanish
25407,0,19142,3.5,411,112,16,38,Business,Media,English
25457,39.99,221,4.2,34,19,32,,Business,Industry,English
25998,29.99,278,4.05,22,5,30,526,Finance & Accounting,Finance,English
26336,169.99,2933,4.25,624,217,47,1512,Business,Project Management,Spanish
26283,19.99,8157,3.7,102,40,97,,Personal Development,Personal Transformation,English
26090,0,15205,4.25,236,80,17,,Business,Entrepreneurship,English
26433,0,96807,4.28125,5684,1753,13,,Teaching & Academics,Teacher Training,English
26098,0,9184,3.8,,64,90,,Marketing,Digital Marketing,Spanish
25624,49.99,3075,4.3,92,32,60,,Marketing,Search Engine Optimization,English
26044,34.99,2794,3.85,330,70,12,129,Health & Fitness,General Health,English
26006,19.99,218,4.75,20,8,67,,Development,Web Development,Spanish
26100,24.99,4366,4.5359282,1157,138,10,,Office Productivity,Microsoft,English
26092,109.99,21245,4.4,2098,590,75,375,Office Productivity,Microsoft,Spanish
26359,49.99,134,3.8333333,9,2,32,,Personal Development,Personal Transformation,English
25979,49.99,289,4.5,41,10,23,,Office Productivity,Microsoft,English
26194,29.99,895,3.35,13,2,152,410,Development,Game Development,English
26105,49.99,2312,4.3,475,51,11,,Office Productivity,Microsoft,English
25946,49.99,607,4.7,49,21,155,,Design,Design Tools,English
26438,49.99,196,3.95,19,6,21,,Lifestyle,Food & Beverage,English
26274,24.99,452,4.2,24,10,78,,Design,Design Tools,English
26454,39.99,319,3.65,51,14,8,136,Business,Industry,English
26559,189.99,671,4.1,104,32,53,,Business,Communication,Italian
26589,199.99,4707,4.857143,706,223,119,1009,Business,Communication,English
26276,49.99,211,4.9,11,3,17,,Design,Design Tools,English
26557,99.99,2157,4.25,25,7,12,,Design,Design Tools,English
26484,19.99,1577,4.3,87,39,12,,Finance & Accounting,Finance,English
26482,39.99,2085,3.3,490,170,12,51,Business,Industry,English
26681,0,18980,4.05,181,46,11,,Marketing,Other Marketing,English
26495,49.99,8589,4.05,359,91,101,,IT & Software,Network & Security,English
25955,19.99,253,4,47,11,13,96,Teaching & Academics,Science,English
26805,19.99,6340,3.85,84,24,19,173,Marketing,Video & Mobile Marketing,English
26623,44.99,1403,4.55,64,14,29,,Personal Development,Parenting & Relationships,English
26089,49.99,11364,4.4880953,3694,474,10,,Office Productivity,Microsoft,English
26648,19.99,1749,4.5555553,9,2,64,,Music,Instruments,English
26597,49.99,408,4.1,32,16,22,,Design,Design Tools,English
26591,49.99,948,4.75,72,17,148,,Office Productivity,Microsoft,English
26848,199.99,1250,4.15,132,51,15,482,Personal Development,Personal Transformation,Spanish
26845,49.99,11972,4.4,100,24,57,,Development,Web Development,English
26879,0,34534,4,622,115,36,514,Photography & Video,Commercial Photography,English
26942,19.99,885,4.2,51,17,86,,Design,Design Tools,English
26849,24.99,269,4.55,10,7,61,,Business,Real Estate,English
26818,34.99,1463,4.3,170,39,13,,Marketing,Public Relations,English
26956,0,84482,4.6061945,2938,390,82,,Music,Instruments,English
27244,19.99,204,3.75,18,8,6,,Health & Fitness,Mental Health,English
27033,199.99,4853,4.8,354,117,63,null,Health & Fitness,Yoga,English
27079,24.99,1349,4.45,25,6,16,112,Personal Development,Stress Management,English
27041,19.99,134,3.6,20,13,19,304,IT & Software,Network & Security,Spanish
27361,199.99,190,4.6666665,3,1,14,69,Office Productivity,Microsoft,English
27562,149.99,4854,4.35,181,56,53,437,Marketing,Social Media Marketing,English
27197,49.99,704,4.55,98,44,16,142,Teaching & Academics,Social Science,English
27464,19.99,1187,4.6,301,111,53,506,Personal Development,Career Development,Spanish
27511,99.99,1667,4,7,0,11,146,Design,Design Tools,English
27564,94.99,288,3.45,34,9,31,228,Marketing,Digital Marketing,English
27625,99.99,272,3.55,50,15,23,228,Marketing,Content Marketing,English
27556,19.99,3725,4.25,387,110,29,65,Teaching & Academics,Language Learning,English
27449,49.99,2040,3.85,,114,31,,Development,Programming Languages,English
27698,24.99,2175,4.679348,307,94,27,,Teaching & Academics,Teacher Training,English
27696,19.99,9254,3.8,132,37,22,,Teaching & Academics,Social Science,English
27681,19.99,1975,4,125,39,21,184,Music,Instruments,English
27135,39.99,2605,3.7,296,100,77,,Lifestyle,Arts & Crafts,English
27781,19.99,5537,4.15,54,21,17,,Business,Communication,English
27706,19.99,922,3.55,125,22,16,,Business,Operations,English
27543,99.99,2230,3.75,89,42,42,,Personal Development,Memory & Study Skills,English
27970,19.99,29836,4.35,3403,590,542,,IT & Software,IT Certifications,English
27830,19.99,141,4.0625,8,2,17,,Marketing,Social Media Marketing,English
27868,49.99,4816,4.15,774,158,39,,Development,Software Testing,English
27896,59.99,195,3.8,5,2,72,,Business,Media,English
27987,19.99,176,3.1,15,5,34,,Design,Design Tools,English
27854,199.99,10639,4.2222223,1437,321,252,,Marketing,Digital Marketing,English
28149,34.99,108,4.8,33,7,157,,Office Productivity,Microsoft,Spanish
27631,94.99,211,4.05,15,6,21,,Marketing,Marketing Analytics & Automation,English
28195,19.99,2297,4.5,47,19,65,323,Music,Music Production,English
28236,0,34619,4.55,609,129,12,86,Marketing,Social Media Marketing,English
28204,24.99,286,3.95,24,10,27,,Design,Design Tools,English
27878,39.99,374,4.4,98,24,11,,Health & Fitness,Mental Health,English
28172,49.99,85,3.3,5,2,24,,Finance & Accounting,Investing & Trading,English
28228,0,10597,4.75,182,48,44,183,Teaching & Academics,Test Prep,English
28124,44.99,260,3.15,12,9,59,,Business,Media,English
28304,19.99,1683,4.4,35,6,60,,Office Productivity,Microsoft,English
28258,79.99,22202,4.652941,6286,1349,157,,Design,User Experience Design,English
28295,74.99,47901,4.25,1330,321,24,,Development,Web Development,English
28369,49.99,82,4.285714,7,1,25,,Design,Design Tools,English
28373,49.99,8220,4.326923,916,199,101,,Development,Programming Languages,English
28375,74.99,2330,4.45,94,26,33,,Office Productivity,Microsoft,English
28556,64.99,18924,4.35,1108,254,85,,Design,Graphic Design & Illustration,English
28437,29.99,174,4.642857,7,5,28,,Personal Development,Self Esteem & Confidence,English
28577,29.99,1362,4.25,123,37,64,526,Development,Game Development,English
28380,19.99,492,4.05,39,18,27,,Teaching & Academics,Teacher Training,English
28632,29.99,578,4.4,35,12,29,null,Lifestyle,Esoteric Practices,English
28490,19.99,1336,4.4,124,36,75,70,Lifestyle,Beauty & Makeup,English
28501,74.99,2275,4.25,79,25,40,629,Office Productivity,Microsoft,English
28902,39.99,1458,4.1,242,68,17,120,Health & Fitness,Yoga,English
28788,59.99,39774,4.5905075,7847,721,41,351,Teaching & Academics,Language Learning,English
28923,19.99,1858,4.25,92,28,24,,Personal Development,Creativity,English
28420,19.99,616,4.65,76,17,20,96,Teaching & Academics,Language Learning,English
28636,24.99,16354,4.5402684,2053,288,143,,Teaching & Academics,Humanities,English
28695,0,626,4.25,25,5,13,,IT & Software,Other IT & Software,English
28861,74.99,2083,4.4,29,19,73,,Design,Design Tools,English
28947,99.99,847,3.95,74,24,75,403,Office Productivity,Other Office Productivity,English
29072,39.99,825,3.9,,24,43,,Music,Music Production,English
28903,189.99,14299,4.736111,1690,611,28,,Business,Communication,English
29060,34.99,759,4.15,105,39,18,,Marketing,Digital Marketing,English
28716,49.99,409,3.4,108,45,26,151,Marketing,Social Media Marketing,Spanish
29254,59.99,8234,4.5,124,48,36,,Teaching & Academics,Math,English
29246,99.99,655,4.2,99,27,32,,Business,Business Law,English
29197,19.99,401,4.6,63,22,10,,Design,Web Design,English
29397,24.99,20,2.5,2,0,15,213,Personal Development,Personal Productivity,English
29208,29.99,51,4.3125,8,5,28,,Business,Media,English
29434,19.99,339,5,2,1,67,,Marketing,Social Media Marketing,English
29365,0,6863,4.2,66,18,10,,Personal Development,Personal Transformation,English
29465,44.99,1461,3.85,149,54,16,60,Marketing,Content Marketing,English
29571,29.99,443,4.15,39,15,9,,Business,Sales,English
29451,39.99,321,4.2,17,6,10,,Business,Media,English
29236,49.99,21,4.75,4,1,64,,Teaching & Academics,Language Learning,Serbian
29531,49.99,415,4,13,3,118,379,Office Productivity,Apple,English
29551,74.99,3937,4.681818,239,45,49,,Office Productivity,Microsoft,English
30019,29.99,475,3.05,39,19,14,112,Photography & Video,Photography,English
29684,24.99,217,4.55,51,16,19,107,Marketing,Other Marketing,English
30166,34.99,38,4.75,4,0,7,,Photography & Video,Portrait Photography,English
29563,94.99,3046,3.35,11,6,55,,Development,Mobile Development,English
29794,24.99,168,4.4,13,5,41,312,Marketing,Search Engine Optimization,English
29694,74.99,3975,4.428571,507,86,45,,Office Productivity,Microsoft,English
30204,49.99,2961,4.5555553,571,152,21,,Development,Software Engineering,English
29752,74.99,3625,4.05,198,36,30,427,Office Productivity,Microsoft,English
30195,49.99,3032,4.35,175,59,97,,Design,Design Tools,English
29942,99.99,12969,4.25,180,68,56,,Design,Design Tools,English
30203,24.99,1376,4,334,102,10,175,Personal Development,Career Development,English
30198,34.99,1069,4.5,52,16,26,,Photography & Video,Photography,English
30240,34.99,23792,4.2,641,166,136,713,Development,Web Development,English
30263,19.99,42,3.75,2,0,17,,Marketing,Social Media Marketing,English
30390,49.99,1043,4.4066668,336,76,11,,Business,Industry,English
30335,0,277,4.5,10,5,10,,Personal Development,Other Personal Development,Afrikaans
30472,19.99,2690,4.55,27,5,22,,Office Productivity,Microsoft,English
30481,19.99,11845,4.4,352,86,57,,Business,Entrepreneurship,English
30318,49.99,17253,4.5,509,120,93,562,Development,Web Development,English
30397,49.99,610,4.3,12,7,20,,Health & Fitness,Yoga,English
30261,199.99,9172,4.25,2007,489,218,,Development,Web Development,English
30243,74.99,21743,3.45,200,52,35,,Development,Web Development,English
30411,99.99,15795,4.05,106,29,32,194,Photography & Video,Video Design,English
30704,94.99,7242,4.5,644,162,17,,Business,Communication,English
30487,199.99,5753,3.7,,48,34,314,IT & Software,Hardware,English
30561,199.99,3166,4.6,25,7,65,,Office Productivity,Microsoft,English
30732,39.99,361,4.05,41,7,21,62,Design,Design Tools,English
30191,19.99,5180,4.45,112,41,20,,Design,Design Tools,Spanish
30710,0,237,4.55,11,3,5,,Teaching & Academics,Humanities,Afrikaans
30835,24.99,364,3.75,15,1,46,,Office Productivity,Google,English
30718,199.99,374,4.1,42,7,18,149,Design,Design Tools,English
30630,19.99,159,3.45,29,10,29,,Design,Design Tools,Spanish
30894,34.99,1517,4.35,351,63,36,,Development,Programming Languages,Portuguese
30932,0,4377,4.05,190,29,9,,Marketing,Product Marketing,Arabic
31159,0,264,4.3333335,6,1,14,,Personal Development,Religion & Spirituality,Afrikaans
30763,19.99,16016,4.3,432,120,29,720,Development,Programming Languages,English
30297,99.99,806,3.7,78,18,48,,Office Productivity,Microsoft,English
31279,39.99,116,4.5,16,7,13,,Photography & Video,Photography Tools,English
30919,34.99,133,3.9,13,5,44,,Lifestyle,Other Lifestyle,English
31424,19.99,211,3.9,24,16,25,null,Personal Development,Personal Brand Building,English
31392,24.99,590,3.75,12,4,148,580,Business,Entrepreneurship,English
31426,34.99,188,4.2,21,6,21,,Personal Development,Personal Brand Building,English
31604,19.99,188,3.2,20,15,15,58,Marketing,Social Media Marketing,English
31535,49.99,34258,4.4424777,1710,465,106,,Office Productivity,Microsoft,English
31530,39.99,365,3.55,31,13,27,,Business,Communication,English
31520,19.99,120,5,8,1,26,90,Personal Development,Parenting & Relationships,English
31592,199.99,5334,4.4946237,1158,204,56,,Development,Database Design & Development,English
32033,19.99,402,3.85,50,26,25,,Music,Instruments,Spanish
30911,49.99,7813,3.85,84,19,45,,Development,Web Development,English
31624,49.99,4269,4.2,100,45,44,299,Photography & Video,Digital Photography,English
32201,64.99,393,3.8,14,5,20,,Personal Development,Creativity,English
31580,49.99,3121,3.95,29,10,133,,Business,E-Commerce,English
32092,169.99,73,3.3,16,5,24,,IT & Software,Other IT & Software,Turkish
32193,49.99,2247,4.7,258,null,143,,Design,Design Tools,English
32320,29.99,73,4.6,22,10,68,,Design,3D & Animation,Spanish
32369,19.99,236,4.4,34,14,66,372,Office Productivity,Microsoft,English
32142,34.99,1995,4.4,20,4,47,,Design,Design Tools,English
30751,0,275,4.875,4,0,11,,Personal Development,Religion & Spirituality,Afrikaans
32325,19.99,2240,3.85,,56,26,,Marketing,Social Media Marketing,English
32436,44.99,141,4.6666665,6,3,178,746,Office Productivity,Other Office Productivity,English
32332,19.99,3149,4.25,260,112,17,,IT & Software,Network & Security,English
32324,109.99,270,4.45,19,10,18,,Business,Entrepreneurship,English
32333,49.99,932,4.65,34,9,89,,Design,Design Tools,English
32199,74.99,15553,4.298371,4334,496,10,58,IT & Software,Network & Security,English
32418,49.99,203,4.05,33,20,28,,Business,E-Commerce,Spanish
32658,19.99,370,3.75,19,9,102,,Office Productivity,Microsoft,English
32649,49.99,5950,4.3,182,41,143,,Development,Web Development,English
32862,119.99,36423,4.5619717,4999,696,267,3026,Teaching & Academics,Test Prep,English
32939,0,114038,4.568182,4522,1036,77,,Teaching & Academics,Science,English
33238,169.99,29339,4.45,1161,190,21,,Development,Mobile Development,Turkish
33191,0,65456,4.15,835,229,23,null,Photography & Video,Digital Photography,English
32747,169.99,26621,4,1845,280,92,857,Development,Programming Languages,Turkish
33207,19.99,66,4.714286,7,4,15,68,Personal Development,Influence,English
33236,169.99,407,4.2,67,9,98,1105,Development,Programming Languages,Turkish
32917,99.99,4426,4.5,303,63,60,622,Office Productivity,Microsoft,English
32781,0,15755,3.45,206,65,15,,Business,Business Strategy,English
33231,19.99,2330,3.35,70,14,57,,IT & Software,Network & Security,English
33123,99.99,7569,2.9,255,50,49,462,IT & Software,Network & Security,English
32908,99.99,11492,4.5084743,1535,394,79,,Finance & Accounting,Accounting & Bookkeeping,English
33145,69.99,16957,3.75,300,150,20,,Personal Development,Memory & Study Skills,English
32836,94.99,127,4.7,22,13,16,,Finance & Accounting,Finance,English
33235,169.99,433,4.4,110,15,110,1351,Development,Programming Languages,Turkish
33215,0,9989,4.35,312,31,19,121,Teaching & Academics,Math,English
33103,49.99,1329,4.4,23,5,126,,IT & Software,Network & Security,English
32714,29.99,20782,4.25,345,106,41,269,Design,3D & Animation,English
33162,19.99,1211,4.5,102,20,12,,Teaching & Academics,Engineering,English
33002,199.99,35632,4.5446224,7775,1250,132,1878,Office Productivity,SAP,English
33301,49.99,239,4.65,63,33,22,,Business,Other Business,English
33240,169.99,2637,4.05,152,35,139,1629,Development,Mobile Development,Turkish
33250,19.99,55,4.2,5,3,10,77,Marketing,Branding,English
33524,24.99,1607,4.4,150,40,20,97,Business,Operations,English
33308,19.99,7961,4.05,49,17,24,,Design,Web Design,English
33603,94.99,151,4.3125,8,2,34,360,Marketing,Search Engine Optimization,English
33527,49.99,785,3.5,54,12,85,,Development,Web Development,English
33710,19.99,279,4.15,26,10,11,324,Teaching & Academics,Humanities,English
33677,94.99,123,4.25,6,2,37,326,Marketing,Paid Advertising,English
33590,0,19978,3.6,224,75,18,,Marketing,Content Marketing,English
33369,19.99,1850,4.35,229,74,14,139,Teaching & Academics,Language Learning,English
33757,19.99,78,3.8,10,6,38,636,Office Productivity,Microsoft,English
33700,99.99,344,4.3,35,6,37,282,Design,Design Tools,English
33736,19.99,25,3.7,5,3,69,338,Office Productivity,Microsoft,English
33619,189.99,549,3.35,46,12,49,,Development,Mobile Development,English
33762,0,3883,3.9,38,9,49,97,Office Productivity,Apple,English
33815,19.99,102,4.5,18,1,89,716,Office Productivity,Oracle,English
33729,24.99,130,4.15,17,4,15,205,Personal Development,Parenting & Relationships,English
33353,99.99,417,4.1,74,14,119,,Health & Fitness,Sports,English
33844,89.99,664,4.25,103,34,70,,Health & Fitness,Martial Arts & Self Defense,English
33862,24.99,288,4.3,41,5,114,,Office Productivity,Other Office Productivity,English
33895,19.99,12401,4.45,692,215,68,,Business,Real Estate,English
33870,19.99,1706,4.05,34,10,18,,Design,Design Tools,English
33950,19.99,3609,4.45,11,4,28,,Development,Game Development,English
33577,199.99,2449,4.75,435,142,255,3667,Business,Entrepreneurship,Spanish
33919,29.99,121,4.142857,7,4,16,100,Marketing,Other Marketing,English
33955,0,5197,4.15,133,28,5,,Lifestyle,Food & Beverage,English
33905,49.99,116,4.2222223,9,1,146,710,Office Productivity,Microsoft,English
33782,0,4756,4.25,36,4,33,211,Health & Fitness,Fitness,English
33986,29.99,783,4.6,107,39,16,102,Lifestyle,Arts & Crafts,English
33949,24.99,4768,4.75,1111,304,91,238,Business,Media,English
34049,0,67739,4.4666667,4524,748,71,379,Office Productivity,Microsoft,English
34109,69.99,692,4.4,47,18,24,,Lifestyle,Pet Care & Training,English
34171,119.99,595,3.9,112,48,211,,Teaching & Academics,Science,Spanish
33873,19.99,158,4.5,12,7,15,66,Personal Development,Personal Transformation,English
34212,19.99,1642,4.65,89,20,57,,Teaching & Academics,Math,English
34177,19.99,449,3.9,95,29,11,98,Business,Industry,English
34020,29.99,21,0,0,0,95,,Office Productivity,Microsoft,English
33996,24.99,167,3.65,29,15,59,,Office Productivity,Microsoft,English
33987,39.99,47,3.5,4,2,105,,Office Productivity,Microsoft,English
34026,1,2911,4.25,811,138,98,,Development,Programming Languages,Turkish
34243,19.99,1315,4.4,73,24,35,,Teaching & Academics,Math,English
34178,19.99,208,4.3,47,18,6,,Health & Fitness,General Health,English
34255,19.99,1554,4.35,70,18,16,,Teaching & Academics,Math,English
34273,19.99,1116,4.5,110,24,23,,Teaching & Academics,Math,English
34267,19.99,4125,4.5,278,77,14,95,Teaching & Academics,Math,English
34427,94.99,458,4.35,86,29,26,352,Teaching & Academics,Science,English
34251,19.99,1586,4.2,57,15,15,106,Teaching & Academics,Math,English
34706,44.99,83,3.65,11,3,110,563,Office Productivity,Other Office Productivity,English
34527,34.99,1558,4.7,25,6,46,211,Personal Development,Other Personal Development,English
34268,84.99,12019,4.540404,3661,1006,43,,Business,Management,English
34871,29.99,60,4.2,5,2,19,188,Health & Fitness,Nutrition & Diet,English
34458,19.99,200,3.9,23,9,9,,Teaching & Academics,Science,English
34695,19.99,3546,4.45,38,12,28,129,Teaching & Academics,Humanities,English
34752,24.99,85,3.6666667,9,2,161,737,Design,Design Tools,English
34897,34.99,5031,4.2635136,610,72,64,,Development,Software Engineering,English
